11.5	0.012075	0
10.925	0.07728	0
10.35	0.138805	0
9.2	0.251505	0
8.05	0.351095	0
6.9	0.437345	0
5.75	0.50738	0
4.6	0.556255	0
3.45	0.57523	0
2.875	0.56948	0
2.3	0.54993	0
1.725	0.512325	0
1.15	0.44873	0
0.8625	0.4025	0
0.575	0.34063	0
0.2875	0.25047	0
0.14375	0.18147	0
0	0	0
0.14375	-0.18147	0
0.2875	-0.25047	0
0.575	-0.34063	0
0.8625	-0.4025	0
1.15	-0.44873	0
1.725	-0.512325	0
2.3	-0.54993	0
2.875	-0.56948	0
3.45	-0.57523	0
4.6	-0.556255	0
5.75	-0.50738	0
6.9	-0.437345	0
8.05	-0.351095	0
9.2	-0.251505	0
10.35	-0.138805	0
10.925	-0.07728	0
11.5	-0.012075	0
