1	0	0
0.99039	0.00349	0
0.96194	0.01303	0
0.93301	0.02166	0
0.89668	0.03171	0
0.85355	0.04283	0
0.80438	0.05453	0
0.75	0.06642	0
0.69134	0.07795	0
0.62941	0.08858	0
0.56526	0.09785	0
0.5	0.10538	0
0.43474	0.11076	0
0.37059	0.11345	0
0.30866	0.11294	0
0.25	0.10903	0
0.19562	0.1019	0
0.14645	0.09195	0
0.10332	0.0797	0
0.06699	0.06541	0
0.03806	0.04937	0
0.01704	0.03303	0
0.00428	0.01654	0
0	0.00075	0
0.00428	-0.01102	0
0.03806	-0.02915	0
0.08427	-0.03817	0
0.14645	-0.04166	0
0.22221	-0.04078	0
0.30866	-0.037	0
0.40245	-0.03229	0
0.5	-0.02713	0
0.59755	-0.02149	0
0.69134	-0.01596	0
0.77779	-0.01136	0
0.85355	-0.00775	0
0.91573	-0.00502	0
0.96194	-0.00297	0
0.99039	-0.00092	0
1	0	0
