18	0	0
17.92296	0.0207	0
17.69328	0.08064	0
17.31492	0.17496	0
16.79418	0.29808	0
16.14024	0.4455	0
15.3639	0.612	0
14.47884	0.79092	0
13.5	0.97416	0
12.44412	1.1529	0
11.32938	1.31742	0
10.17468	1.4589	0
9	1.56942	0
7.82532	1.64304	0
6.67062	1.67616	0
6.10704	1.67724	0
5.55588	1.66788	0
5.01948	1.64844	0
4.5	1.61928	0
3.99978	1.57932	0
3.52116	1.52694	0
3.06594	1.46034	0
2.6361	1.3788	0
2.23344	1.28412	0
1.85976	1.17936	0
1.51686	1.06902	0
1.20582	0.95634	0
0.92808	0.84186	0
0.68508	0.72486	0
0.47754	0.60336	0
0.30672	0.47736	0
0.17298	0.34974	0
0.07704	0.22572	0
0.01926	0.11088	0
0	0.00846	0
0.01926	-0.08154	0
0.07704	-0.16164	0
0.17298	-0.23328	0
0.30672	-0.29718	0
0.47754	-0.35262	0
0.68508	-0.39852	0
0.92808	-0.43452	0
1.20582	-0.46206	0
1.51686	-0.4824	0
1.85976	-0.49734	0
2.23344	-0.50688	0
2.6361	-0.51102	0
3.06594	-0.50976	0
3.52116	-0.5031	0
3.99978	-0.49212	0
4.5	-0.47754	0
5.01948	-0.46062	0
5.55588	-0.44244	0
6.10704	-0.42318	0
6.67062	-0.40356	0
7.82532	-0.36324	0
9	-0.32256	0
10.17468	-0.28188	0
11.32938	-0.2421	0
12.44412	-0.20358	0
13.5	-0.16704	0
14.47884	-0.13338	0
15.3639	-0.1035	0
16.14024	-0.07722	0
16.79418	-0.05436	0
17.31492	-0.0342	0
17.69328	-0.01692	0
17.92296	-0.0045	0
18	0	0
